site_id,timestamp,traffic_load,num_users,average_throughput,peak_throughput,signal_strength_dBm,interference_level_dBm,energy_consumption_kW,sleep_mode_enabled,handover_failures,latency_ms,optimization_action
S005,1/1/2017 0:00,6.450583723,7,1.157447558,1.980137454,-82.50305521,-112.5069615,1.203737643,TRUE,0,12.37305654,no_change
S010,1/2/2017 10:00,62.77945795,88,6.801637464,10.45316005,-91.81831968,-98.07392986,2.098353619,FALSE,0,24.21066245,no_change
S008,1/2/2017 16:00,81.09497471,112,17.37538054,29.05011625,-85.40253103,-97.22669747,2.068891295,FALSE,0,13.40851514,increase_capacity
S004,1/2/2017 5:00,90.31446216,129,24.35810195,41.37925507,-81.85671756,-99.33868055,4.334751028,FALSE,0,12.33508825,increase_capacity
S005,1/1/2017 21:00,32.26188564,43,4.887514688,6.533664237,-90.0983427,-91.41245258,2.177070683,FALSE,1,28.59763939,no_change
S004,1/1/2017 0:00,33.30240013,47,5.820694341,10.91864437,-86.8401874,-97.91702571,2.448252361,FALSE,0,28.52150302,no_change
S002,1/2/2017 2:00,14.42174689,21,2.473859124,4.361058688,-86.82219152,-98.72689515,1.070625373,TRUE,0,11.16648918,no_change
S007,1/2/2017 5:00,90.52999167,105,1.310206077,1.72467475,-98.63685782,-99.34280474,4.277855327,FALSE,0,27.5351056,increase_capacity
S005,1/2/2017 4:00,89.7725348,92,14.18067563,20.68525207,-84.88193661,-97.95870078,5.329310779,FALSE,0,14.90050656,increase_capacity
S006,1/2/2017 7:00,31.6122453,37,4.479810443,6.255489697,-87.59539766,-100.9990197,2.881379471,FALSE,0,25.8217317,no_change
S001,1/1/2017 23:00,23.21637218,23,2.371820263,3.075014444,-87.66904217,-98.03952359,1.075412422,TRUE,0,14.16681337,no_change
S003,1/1/2017 17:00,9.641362899,13,1.232701566,2.423063538,-91.93612788,-110.5582613,0.912420425,TRUE,0,24.31708349,no_change
S010,1/1/2017 6:00,69.08182992,97,2.948240039,5.183546638,-96.49972872,-94.32038972,2.341798312,FALSE,0,21.13832869,no_change
S006,1/2/2017 6:00,40.53013375,43,4.785305433,7.194954841,-86.32957601,-99.50813641,3.171570647,FALSE,0,27.53795664,no_change
S010,1/1/2017 20:00,92.04113596,118,0.5,0.969985241,-101.7717769,-102.8620913,5.602419623,FALSE,0,19.65730134,increase_capacity
S009,1/1/2017 21:00,19.85789183,21,0.5,0.725531966,-98.25569114,-105.3017656,1.160625393,TRUE,1,27.13282243,no_change
S002,1/3/2017 0:00,26.30316649,30,4.310987084,6.954173656,-86.18080739,-99.82714258,1.579202638,TRUE,0,28.61431714,no_change
S002,1/2/2017 11:00,15.11824789,15,2.122070018,2.752358172,-84.28786777,-100.6404323,1.123862739,TRUE,0,29.70245895,no_change
S009,1/1/2017 8:00,60.23243047,87,10.02596739,13.62340308,-89.92014706,-96.60444708,4.327091728,FALSE,0,29.55394178,no_change
S010,1/1/2017 15:00,8.812000831,11,1.156508065,2.198903947,-91.20239231,-90.40980464,1.577773412,TRUE,1,21.59496471,no_change
S009,1/3/2017 0:00,69.67056132,93,10.02746606,19.14139002,-87.96788332,-102.0480331,2.451269581,FALSE,0,14.09740454,no_change
S001,1/1/2017 0:00,49.36336713,50,3.443165366,4.479707724,-93.723335,-91.90497239,2.463575313,FALSE,0,18.35223244,no_change
S002,1/1/2017 18:00,17.22705321,19,2.409902225,3.462808799,-86.36742628,-96.77934668,1.691662158,TRUE,0,11.82593166,no_change
S007,1/2/2017 9:00,70.80663068,105,8.615200236,16.09367483,-90.40918531,-111.624785,4.771335863,FALSE,0,14.23081049,increase_capacity
S010,1/1/2017 17:00,84.21751121,101,14.76448188,21.43336796,-84.26353741,-105.8351235,2.542251533,FALSE,0,18.46367474,increase_capacity
S004,1/1/2017 7:00,61.03902543,66,5.30760867,6.920230529,-90.35849175,-100.3524188,3.7330696,FALSE,0,21.10302704,no_change
S005,1/1/2017 15:00,24.15439446,33,3.573590154,4.72468428,-89.1139327,-99.2033483,1.584039069,TRUE,0,24.28701602,no_change
S006,1/2/2017 19:00,18.98442281,20,2.643291714,4.562642145,-86.39465694,-100.6728755,1.20935938,TRUE,0,21.13673186,no_change
S007,1/3/2017 1:00,69.66915682,96,15.10961982,22.80612786,-85.7131236,-107.4313629,3.566398393,FALSE,0,8.767643908,no_change
S002,1/2/2017 18:00,32.23251742,32,1.559423395,2.025410367,-94.90173504,-103.6258703,2.208732095,FALSE,0,27.16738435,no_change
S002,1/2/2017 6:00,43.54348372,55,8.62722995,14.27852219,-85.03475898,-101.9771611,2.929458047,FALSE,0,21.78062194,no_change
S001,1/1/2017 14:00,19.97714128,24,1.39170734,2.413567492,-94.5434995,-101.7164429,1.450201981,TRUE,0,17.41500801,no_change
S001,1/1/2017 7:00,89.04522472,92,9.185086467,14.72081124,-89.29524923,-98.01508631,3.457285917,FALSE,0,30.37160431,increase_capacity
S008,1/3/2017 1:00,61.55554916,84,18.03243559,26.07933911,-79.56953986,-98.32099734,1.63882247,FALSE,0,14.40523378,no_change
S010,1/1/2017 5:00,73.36158468,75,5.465327363,8.222216085,-91.19046652,-108.2615003,4.946276502,FALSE,0,27.34107444,increase_capacity
S006,1/1/2017 21:00,50.89041508,63,1.454369411,1.892502993,-98.06311515,-90.99013015,3.561509129,FALSE,1,19.38443797,no_change
S003,1/2/2017 3:00,20.43571383,21,3.042080737,4.365381593,-84.28451705,-96.54624692,1.217443454,TRUE,0,19.51719632,no_change
S002,1/2/2017 5:00,85.93263572,90,4.937100871,7.056435138,-93.75271028,-96.31597627,4.270445727,FALSE,0,16.7126377,increase_capacity
S004,1/1/2017 6:00,26.1384621,26,3.553587173,5.173072361,-84.48156355,-101.8225667,1.353153435,TRUE,0,21.43293493,no_change
S007,1/1/2017 16:00,13.72064954,20,2.779244444,5.328359196,-86.75709181,-99.85509115,1.2235464,TRUE,0,14.71197812,no_change
S001,1/1/2017 1:00,13.08156228,16,0.674631203,1.009017117,-95.21030338,-95.80618162,0.95777994,TRUE,0,13.97670038,no_change
S009,1/2/2017 10:00,94.07044586,100,19.48169638,26.9302042,-82.02369297,-101.8624091,3.641851696,FALSE,0,29.32914015,increase_capacity
S001,1/2/2017 9:00,64.66457866,79,8.804826176,13.90573263,-90.07962113,-87.98710019,2.872532697,FALSE,1,27.22934076,no_change
S006,1/2/2017 10:00,49.98829573,67,12.99081413,15.68776154,-79.16176556,-104.4384998,2.208739304,FALSE,0,23.48142373,no_change
S006,1/2/2017 8:00,49.64343773,51,7.543788244,11.66108981,-87.63926379,-107.0916684,3.503619417,FALSE,0,28.43659357,no_change
S006,1/1/2017 19:00,79.61412122,102,8.430965641,15.61933917,-90.3295955,-99.9637186,2.070250164,FALSE,1,25.50798722,increase_capacity
S008,1/2/2017 11:00,6.264856336,9,0.853682849,1.375627984,-90.82596137,-100.6778938,0.812491207,TRUE,0,29.66258581,no_change
S005,1/2/2017 10:00,44.92239282,48,7.628152289,11.75831502,-83.53665086,-98.51519182,2.065170913,FALSE,0,27.65219178,no_change
S007,1/1/2017 2:00,75.36717854,101,12.95317888,20.53157494,-85.33004467,-94.63765631,5.13504369,FALSE,0,27.44675861,increase_capacity
S005,1/1/2017 17:00,36.91324707,40,3.411065721,4.620859653,-90.92048416,-100.9234084,2.752340308,FALSE,0,22.8340013,no_change
S005,1/2/2017 12:00,30.98741274,43,0.956057135,1.375034969,-98.04899896,-81.64633084,3.10780685,FALSE,4,31.10271221,no_change
S009,1/2/2017 5:00,48.41331687,58,3.438123537,5.875983132,-93.45185228,-97.02319834,2.459635771,FALSE,0,13.36229418,no_change
S004,1/2/2017 16:00,33.80279283,37,2.330960119,3.312307205,-93.88649421,-104.9126062,2.619317244,FALSE,1,23.592634,no_change
S007,1/2/2017 19:00,19.66461981,28,1.156391256,1.418376195,-95.02027835,-105.8449436,1.88818115,TRUE,0,15.38407011,no_change
S003,1/2/2017 23:00,32.41945306,40,6.415868254,11.97462347,-84.81348116,-99.88455694,3.539945215,FALSE,0,19.35805007,no_change
S010,1/2/2017 0:00,87.55031156,105,6.324806801,10.27131172,-94.71978415,-95.88486005,3.213302331,FALSE,0,28.18246114,increase_capacity
S005,1/1/2017 13:00,91.12417279,102,10.24202517,20.3524175,-89.33877862,-98.68774581,4.652679867,FALSE,0,24.49684879,increase_capacity
S009,1/2/2017 12:00,53.96895852,62,3.77934209,5.48245643,-94.62604932,-94.45635525,2.903409033,FALSE,0,29.48722219,no_change
S008,1/1/2017 20:00,57.50234938,77,7.131594062,13.33290909,-91.13919744,-90.80531292,2.533640315,FALSE,0,22.86939405,no_change
S001,1/1/2017 4:00,35.50878709,51,5.68852323,8.408474503,-86.45789198,-97.42098414,1.531757834,FALSE,0,14.30062384,no_change
S005,1/2/2017 1:00,57.0737471,63,10.45224444,18.82174704,-83.41557603,-96.12866392,4.374002274,FALSE,1,29.29119851,no_change
S010,1/2/2017 22:00,33.74157135,42,5.214958768,8.836577415,-87.15752764,-106.578042,2.91167202,FALSE,0,9.538806495,no_change
S008,1/2/2017 22:00,15.57869866,22,1.92236316,3.783426771,-90.15012977,-102.0511609,1.244614427,TRUE,0,18.89798415,no_change
S008,1/3/2017 0:00,69.43191314,73,3.659160344,5.441660044,-94.50398543,-109.0001447,2.91469457,FALSE,0,12.70995431,no_change
S001,1/1/2017 10:00,10.42926039,14,0.5,0.693601823,-97.80674371,-112.718485,0.848745301,TRUE,0,15.01555546,no_change
S002,1/1/2017 19:00,39.24078061,58,4.041231156,6.622438038,-91.77222247,-94.67345136,3.992814327,FALSE,1,17.02789524,no_change
S002,1/2/2017 16:00,56.36992962,77,5.794254224,10.1720279,-92.2622168,-95.05040279,2.460901418,FALSE,2,14.2982425,no_change
S004,1/1/2017 5:00,51.92247362,71,3.760891356,5.395237528,-94.40710587,-89.33687212,4.471855688,FALSE,0,31.00361364,no_change
S009,1/2/2017 18:00,18.45709531,27,3.071018878,5.117184751,-86.81650452,-95.65543975,0.938777179,TRUE,1,13.97713287,no_change
S006,1/2/2017 17:00,89.56546152,131,10.60235762,15.80638977,-91.54641131,-89.17418265,3.123256167,FALSE,0,23.40111395,increase_capacity
S008,1/1/2017 5:00,19.16386675,24,4.635342413,9.152911848,-81.41101455,-108.392614,1.413908545,TRUE,0,14.03025071,no_change
S009,1/1/2017 4:00,8.141264267,10,1.84435451,2.496374599,-77.5949113,-99.17637786,1.199880631,TRUE,0,26.16209225,no_change
S005,1/1/2017 14:00,10.64563156,13,0.539898768,0.897901209,-95.50052164,-99.36812262,0.802368273,TRUE,0,23.19592402,no_change
S007,1/1/2017 6:00,6.825611695,9,0.831915091,1.159307427,-91.85145826,-104.6478421,1.253413912,TRUE,0,15.07718089,no_change
S010,1/2/2017 13:00,24.97285057,26,2.489045035,4.050940962,-90.730796,-103.2440981,0.763680159,TRUE,0,14.60234064,no_change
S002,1/1/2017 6:00,8.513042883,11,0.5,0.771568161,-97.12596715,-92.84074997,1.424588845,TRUE,0,27.89046003,no_change
S006,1/2/2017 14:00,67.98056309,92,8.855538093,12.79254139,-89.0905753,-93.53047088,2.762859188,FALSE,0,19.89635029,no_change
S003,1/2/2017 10:00,48.76517507,54,5.451049029,8.906361146,-89.52461525,-102.1641281,1.748231555,FALSE,0,12.45671443,no_change
S001,1/1/2017 20:00,47.71201436,51,6.862957409,13.24316337,-86.91880391,-106.7996622,3.103546028,FALSE,0,16.53433583,no_change
S002,1/2/2017 3:00,22.88763568,31,2.109105436,3.45063155,-92.24187778,-103.9189262,1.766481866,TRUE,0,24.96576803,no_change
S003,1/1/2017 11:00,22.39221429,31,2.507516946,3.024269072,-91.67829769,-114.0186193,1.489191252,TRUE,0,22.10432405,no_change
S009,1/1/2017 23:00,26.71052069,28,2.437581356,4.753894391,-90.44401221,-97.81841408,1.771531529,TRUE,0,25.88884193,no_change
S005,1/2/2017 20:00,40.31065543,51,5.355567158,8.663336716,-90.95804814,-100.5147643,3.584552696,FALSE,0,14.21568692,no_change
S003,1/2/2017 17:00,35.37900667,46,1.319265672,2.515488453,-97.00004355,-93.66159568,3.657363246,FALSE,0,19.75801007,no_change
S003,1/3/2017 1:00,87.18281911,126,13.33136831,22.92520005,-87.80636605,-98.65520737,2.590368223,FALSE,0,15.56729198,increase_capacity
S002,1/2/2017 20:00,67.7321409,75,9.738953777,12.3448557,-88.05199367,-109.5266992,3.920533891,FALSE,0,12.06973036,no_change
S007,1/2/2017 16:00,45.76553416,64,0.5,0.772385798,-100.8788208,-99.92086586,2.20784153,FALSE,1,16.94894766,no_change
S009,1/2/2017 20:00,50.62696515,70,10.42892431,17.00133068,-87.32565343,-99.30591596,3.77891721,FALSE,0,19.92660251,no_change
S002,1/2/2017 0:00,23.6250351,24,0.648040964,0.805409273,-96.84085822,-99.39909661,2.186289342,TRUE,0,18.85524776,reduce_energy
S005,1/1/2017 2:00,10.28668317,12,1.120557816,1.734335829,-91.71175716,-107.7843589,0.819547653,TRUE,0,10.3938529,no_change
S003,1/2/2017 13:00,13.37016293,16,1.769294315,2.699633795,-90.17116401,-101.5339893,0.822082028,TRUE,0,28.96525443,no_change
S001,1/2/2017 17:00,44.33505195,48,0.5,0.728638578,-100.4141348,-98.94423215,2.004308816,FALSE,0,16.12311829,no_change
S006,1/1/2017 22:00,43.48209777,59,3.617727818,6.30816685,-94.32889022,-95.06268958,4.193014228,FALSE,0,16.93096725,no_change
S010,1/1/2017 7:00,9.862788402,13,1.70042217,2.494692661,-88.9313702,-97.20979352,1.298945643,TRUE,0,25.07006094,no_change
S006,1/2/2017 16:00,60.47620693,61,6.001725299,7.77148088,-88.64062589,-104.4951693,2.511365646,FALSE,0,27.75753912,no_change
S007,1/1/2017 17:00,19.31857252,26,1.894515236,2.759102199,-91.71727581,-107.1659876,1.466839716,TRUE,0,13.81964853,no_change
S010,1/2/2017 21:00,32.89736444,40,2.372240855,4.597651509,-94.63376935,-108.0804434,1.554373036,FALSE,0,12.77665898,no_change
S003,1/2/2017 14:00,13.16127118,19,1.112016605,1.842885212,-94.44488891,-99.52776927,1.003951926,TRUE,0,20.19360387,no_change
S001,1/2/2017 20:00,23.05261828,34,5.693996657,10.58170415,-83.86782077,-93.04419952,1.191595497,TRUE,2,15.51902438,no_change
S001,1/1/2017 18:00,86.04507171,116,11.11097117,20.61839475,-90.71408556,-108.9216365,1.976531708,FALSE,0,23.19215636,increase_capacity
S009,1/1/2017 6:00,93.14673595,100,5.880753016,8.788773557,-94.97218449,-99.90161581,5.062493366,FALSE,0,21.63411614,increase_capacity
S002,1/3/2017 1:00,79.4921336,115,1.679567947,2.794680982,-98.25993223,-101.2011437,3.718348589,FALSE,1,17.56461623,increase_capacity
S009,1/2/2017 22:00,88.70269571,108,13.21889562,16.85757166,-87.67112512,-87.25826033,3.396374792,FALSE,0,13.38925304,increase_capacity
S010,1/2/2017 8:00,91.14390003,127,12.58046468,19.39095253,-90.88348062,-110.5497482,4.813131406,FALSE,0,25.57982114,increase_capacity
S008,1/1/2017 2:00,62.20407242,70,8.565845955,16.1661331,-88.74256697,-94.68439875,2.997997074,FALSE,0,17.09409674,no_change
S003,1/1/2017 5:00,61.90285062,87,7.626935531,13.80812755,-89.93511253,-100.5089527,3.483837265,FALSE,0,23.07337422,no_change
S002,1/2/2017 4:00,63.39470586,79,8.031413599,14.8323421,-91.19407175,-103.5037123,4.108268061,FALSE,0,21.42645473,no_change
S002,1/2/2017 7:00,44.51851281,56,1.454828869,2.516742166,-97.71763512,-96.71879166,2.201033198,FALSE,0,28.54790427,no_change
S005,1/1/2017 16:00,46.39362455,63,3.940275729,5.047960237,-92.3475067,-103.0584187,2.591471085,FALSE,0,23.47062202,no_change
S003,1/2/2017 5:00,76.80520919,108,7.634920144,11.47962213,-93.2090186,-100.8363641,3.127719653,FALSE,0,19.51703319,increase_capacity
S008,1/2/2017 14:00,33.21473118,43,2.211430417,3.03283621,-94.45538312,-109.6636496,1.724383761,FALSE,0,17.82484083,no_change
S010,1/1/2017 1:00,27.36583736,34,5.295185908,7.852164683,-86.19947847,-104.3106604,1.096819313,TRUE,0,17.30047611,no_change
S008,1/1/2017 0:00,28.04366132,36,2.066893383,3.967957492,-93.15926468,-107.4811309,1.784645714,TRUE,0,14.91424324,no_change
S001,1/2/2017 12:00,43.1179498,52,3.280471133,4.84446457,-93.19699113,-103.1170119,2.352280246,FALSE,0,26.79537356,no_change
S008,1/1/2017 15:00,31.77826753,47,6.843491264,11.35074156,-86.51252514,-105.5348325,1.409311741,FALSE,1,20.21385409,no_change
S004,1/1/2017 4:00,27.64958325,30,5.27291392,10.07533242,-84.90691479,-100.8832743,1.439991368,TRUE,0,22.49809846,no_change
S006,1/1/2017 5:00,64.05017614,66,3.802761531,7.167040142,-95.0590474,-101.5681059,4.409098334,FALSE,0,19.25265916,no_change
S003,1/1/2017 6:00,29.21436073,32,4.199658549,6.21770948,-86.59081844,-90.73450557,1.290829541,TRUE,0,21.92456521,no_change
S004,1/2/2017 23:00,44.94682265,54,3.764816429,5.257281513,-92.88265965,-101.5796047,4.12524326,FALSE,0,12.99088822,no_change
S009,1/1/2017 5:00,48.00631854,59,3.138803003,4.470072012,-93.74256125,-92.80390092,4.348425807,FALSE,0,16.20486831,no_change
S001,1/2/2017 21:00,38.43232865,40,5.483499048,9.798496321,-84.3666186,-102.5426125,2.383792434,FALSE,0,28.81867588,no_change
S007,1/1/2017 0:00,59.82279164,75,6.915817639,11.54800177,-92.12088934,-87.07480707,1.961552193,FALSE,0,26.10733483,no_change
S007,1/1/2017 11:00,91.87937045,92,9.046576911,15.16882925,-91.07480727,-99.04802164,3.286856909,FALSE,0,11.62138197,increase_capacity
S006,1/1/2017 0:00,21.22955315,26,4.190556277,8.233538516,-82.77669949,-98.24286579,2.000823574,TRUE,0,15.51718777,reduce_energy
S009,1/2/2017 14:00,31.36798393,46,2.193840331,3.720546535,-95.02031964,-104.7905329,3.690798919,FALSE,1,28.26705406,no_change
S005,1/1/2017 4:00,51.48727836,75,4.089731949,7.451619917,-94.11295873,-96.9801254,3.434067363,FALSE,0,14.41352547,no_change
S007,1/2/2017 20:00,17.41621195,20,1.969796922,3.68487881,-91.68185243,-102.8883879,1.522830879,TRUE,0,10.865721,no_change
S004,1/2/2017 12:00,75.91396704,92,3.060373544,4.540678923,-96.68781801,-100.8124257,1.926501512,FALSE,0,29.19407624,increase_capacity
S005,1/2/2017 2:00,34.15403419,38,5.250734511,8.072442603,-88.01898006,-95.83645983,3.690490117,FALSE,0,25.42390073,no_change
S004,1/1/2017 19:00,58.55111375,63,8.716190474,13.47757071,-86.09199763,-103.4485811,3.717232389,FALSE,0,22.17145317,no_change
S005,1/2/2017 21:00,69.49778325,76,11.65709612,18.20415251,-84.79886406,-103.6095494,4.755906816,FALSE,0,29.0682588,no_change
S001,1/2/2017 13:00,60.25963923,70,2.204889972,4.381709267,-96.13089735,-94.22667631,4.664932228,FALSE,2,14.82356185,no_change
S010,1/2/2017 9:00,8.518953249,10,0.661695702,1.022247879,-92.71225034,-100.8053912,0.995006219,TRUE,0,14.33151005,no_change
S007,1/2/2017 11:00,72.63397433,99,6.927465695,11.09461841,-92.77198782,-97.67681837,4.482930764,FALSE,0,11.36441176,increase_capacity
S003,1/2/2017 0:00,13.96429868,14,2.5084408,4.614110425,-80.35506819,-97.21858424,1.360920773,TRUE,0,13.26221558,no_change
S007,1/1/2017 22:00,71.43637632,84,12.86281322,23.37875367,-83.93956598,-106.707774,3.478811779,FALSE,0,12.48886547,increase_capacity
S005,1/2/2017 16:00,68.56753613,77,5.63017043,8.375392778,-91.82721137,-99.83718988,3.714250975,FALSE,0,16.69111513,no_change
S007,1/2/2017 13:00,21.20226189,25,3.076755368,4.732180313,-88.49200832,-98.16032087,1.561601793,TRUE,0,13.91989558,no_change
S004,1/1/2017 21:00,23.01712509,26,4.337338421,7.765954656,-81.37446016,-95.52011264,1.224570415,TRUE,1,12.24787398,no_change
S002,1/1/2017 0:00,52.28068789,57,5.590132657,7.977166019,-90.5427513,-109.4745821,3.012956173,FALSE,0,8.376683955,no_change
S010,1/2/2017 2:00,44.39790859,66,3.994630133,6.023229599,-92.72523483,-100.0788691,2.560647738,FALSE,0,13.66101357,no_change
S009,1/1/2017 22:00,89.31636766,132,10.527143,13.69777042,-92.55846488,-92.63447055,2.517266444,FALSE,0,17.48496933,increase_capacity
S006,1/2/2017 4:00,19.05637117,20,3.254643865,4.383928879,-83.61590686,-105.8558679,0.827484628,TRUE,0,9.71129904,no_change
S005,1/2/2017 7:00,88.50850814,107,16.90397493,27.467864,-81.21214631,-109.7871627,3.982442224,FALSE,0,25.55361719,increase_capacity
S006,1/2/2017 5:00,21.17822773,26,1.016964699,1.761131015,-95.84379598,-93.15592555,1.02762019,TRUE,0,13.76280538,no_change
S010,1/1/2017 10:00,73.51652204,80,9.830856543,18.92427092,-88.85004023,-106.9073501,2.781328063,FALSE,0,12.59290692,increase_capacity
S009,1/2/2017 4:00,32.92527591,43,4.897111037,8.079115235,-85.76650021,-99.67837774,3.241902777,FALSE,0,27.22869745,no_change
S004,1/2/2017 2:00,85.92185281,126,3.158486013,5.140089223,-97.39074903,-114.5949304,2.959949378,FALSE,0,17.58006012,increase_capacity
S006,1/1/2017 8:00,90.78490129,112,10.82191048,17.11694708,-90.91401206,-107.4159646,3.389704408,FALSE,0,13.26257434,increase_capacity
S004,1/1/2017 20:00,41.90995637,50,9.261590743,14.23036502,-78.32870152,-96.44947568,3.514082907,FALSE,0,22.54777005,no_change
S004,1/1/2017 14:00,75.36893142,99,11.34090274,20.47349875,-90.17249272,-102.9678282,5.185877767,FALSE,0,19.67432786,increase_capacity
S007,1/1/2017 4:00,14.43696464,20,1.165275707,1.869771715,-93.26863091,-104.1050889,0.849766813,TRUE,0,24.09720172,no_change
S001,1/1/2017 15:00,30.31011173,33,0.828711787,1.06567646,-97.13739906,-100.4979609,2.50893199,FALSE,0,16.78540351,no_change
S009,1/2/2017 7:00,18.13369775,25,1.739214578,2.939308767,-92.29400815,-89.48528613,2.033949705,TRUE,0,24.25095882,reduce_energy
S010,1/1/2017 12:00,22.94518324,23,3.5167741,6.954375739,-84.66501201,-90.51867152,1.857136496,TRUE,2,21.08276862,no_change
S005,1/2/2017 19:00,34.29676625,34,1.910745259,2.432126256,-93.06612067,-105.9993014,1.528807343,FALSE,0,25.17319583,no_change
S008,1/2/2017 12:00,63.55108317,71,7.488000732,11.57879076,-90.57181693,-103.1205306,3.496701025,FALSE,0,23.50938269,no_change
S004,1/1/2017 2:00,89.30632167,118,10.24788125,20.31646914,-89.7082247,-98.70110349,3.918148056,FALSE,0,12.68438558,increase_capacity
S008,1/2/2017 20:00,75.97612626,105,11.17566413,14.61644315,-90.805831,-83.93372433,3.230582864,FALSE,1,17.16814483,increase_capacity
S004,1/3/2017 1:00,77.58963573,90,4.922972144,9.336030621,-94.96218374,-99.66018934,5.120258232,FALSE,0,24.56043432,increase_capacity
S004,1/2/2017 3:00,47.78432901,52,4.115082902,5.629150481,-93.3901934,-102.5487907,2.950997045,FALSE,0,11.95401967,no_change
S009,1/1/2017 12:00,29.46356386,42,7.237533786,13.74944725,-85.05130062,-102.6490818,1.051902479,TRUE,0,16.36242948,no_change
S002,1/2/2017 22:00,71.43440063,79,4.979536597,9.912564534,-94.39392751,-96.67640102,4.091299054,FALSE,0,14.15325088,increase_capacity
S006,1/2/2017 23:00,50.35525821,55,0.5,0.634882552,-100.0387119,-97.22288375,3.532218163,FALSE,0,11.74960691,no_change
S004,1/1/2017 15:00,49.47864229,51,4.529570894,7.945693564,-89.56122157,-101.4466972,2.122003228,FALSE,0,25.75267898,no_change
S005,1/1/2017 12:00,29.30076169,41,6.054793076,8.038972591,-85.61725366,-106.521202,1.55751095,TRUE,0,12.47284801,no_change
S003,1/1/2017 3:00,43.51819906,59,4.582743869,7.588514458,-92.59187164,-110.0963964,3.571346535,FALSE,0,21.56689422,no_change
S001,1/3/2017 1:00,39.27449947,50,1.080215535,1.744246597,-97.49330444,-106.9000742,2.967145151,FALSE,0,12.51306778,no_change
S006,1/1/2017 14:00,74.83837613,75,10.05773436,17.58310716,-88.65020501,-103.7264425,2.679854417,FALSE,0,27.57026359,increase_capacity
S007,1/1/2017 21:00,5.17829444,6,0.804879011,1.169295687,-87.11964807,-96.46301494,1.011797574,TRUE,1,20.73235313,no_change
S004,1/2/2017 19:00,67.12786103,90,6.075652869,8.339580142,-92.82804584,-103.247734,3.623280713,FALSE,0,26.04644844,no_change
S007,1/1/2017 8:00,6.213373886,7,0.501126725,0.915885427,-91.27509875,-103.6525637,0.604530271,TRUE,0,28.56715828,no_change
S002,1/1/2017 11:00,82.62125064,117,8.174312037,13.28174732,-92.26339638,-98.37107123,3.354339324,FALSE,0,24.30774852,increase_capacity
S009,1/1/2017 13:00,65.96929742,87,11.38637469,14.08562354,-86.95329077,-98.68749487,2.057532594,FALSE,0,14.0059717,no_change
S006,1/1/2017 16:00,57.3532098,62,3.194788136,5.420608228,-94.55730664,-89.66730952,3.744910984,FALSE,1,21.00680917,no_change
S004,1/1/2017 16:00,5.089856486,6,0.540931247,0.829528165,-89.01897368,-103.1975959,1.115527896,TRUE,0,16.2342374,no_change
S003,1/1/2017 8:00,23.57898849,26,1.493478829,2.267597732,-94.73424964,-110.3114713,1.647448552,TRUE,0,18.77175186,no_change
S010,1/2/2017 17:00,8.292418037,12,1.390318795,2.468488424,-89.38883256,-93.77025236,1.082341691,TRUE,0,15.20011764,no_change
S008,1/1/2017 10:00,69.8857302,91,5.538015947,6.832131941,-94.37270029,-103.1766105,4.973313101,FALSE,0,29.05737581,no_change
S002,1/1/2017 14:00,49.00907759,53,10.41350327,14.65943603,-82.09324374,-96.74061535,4.286316113,FALSE,1,16.45325818,no_change
S003,1/1/2017 18:00,33.13986313,34,3.182195449,4.216658917,-90.14060216,-92.2903007,3.087679099,FALSE,0,23.19415367,no_change
S006,1/1/2017 6:00,28.32327214,41,1.455177507,2.277496407,-96.49269453,-93.00319722,0.802669767,TRUE,0,17.15772163,no_change
S003,1/1/2017 9:00,79.46235408,108,20.23281889,27.13592755,-80.84782432,-103.5873153,2.381079858,FALSE,0,19.42776232,increase_capacity
S003,1/2/2017 12:00,57.66172968,82,3.76830247,5.146388299,-95.69286093,-95.44035184,3.98738724,FALSE,5,25.63004713,no_change
S009,1/2/2017 8:00,70.13092321,77,3.547392126,6.022275469,-94.39252363,-101.1088286,3.83641843,FALSE,0,29.5949577,increase_capacity
S010,1/2/2017 3:00,22.759288,24,1.980386162,3.041685352,-92.6026003,-108.3904139,0.945771916,TRUE,0,14.64204139,no_change
S008,1/2/2017 19:00,5.138695871,7,0.891905265,1.418664552,-89.30410661,-109.1442181,1.502863163,TRUE,0,15.675933,no_change
S006,1/2/2017 1:00,73.35552324,98,15.4362989,27.81126926,-83.43629705,-107.504164,3.900345533,FALSE,0,27.57382664,increase_capacity
S001,1/2/2017 4:00,25.58361596,31,2.039261896,3.616446515,-92.54155488,-94.48998628,1.363143945,TRUE,0,14.38208611,no_change
S006,1/1/2017 1:00,46.34617431,57,3.928368743,6.611234326,-92.32265889,-97.08904725,3.133489914,FALSE,1,26.05374137,no_change
S008,1/2/2017 17:00,68.44108314,92,0.5,0.83478274,-103.1055688,-105.9176707,3.848984636,FALSE,0,14.78836621,no_change
S006,1/1/2017 11:00,23.35264571,31,1.801977393,3.59215035,-93.69802133,-94.26949314,2.047665637,TRUE,0,26.69093153,reduce_energy
S007,1/2/2017 22:00,35.0183624,40,7.269479875,13.31910454,-83.3603973,-110.6109101,2.612832329,FALSE,0,10.34119753,no_change
S003,1/2/2017 8:00,85.31863847,120,19.03908808,34.23839678,-85.91584062,-99.5549707,2.471094249,FALSE,0,29.08325405,increase_capacity
